"","gene_id","gene_name","entrezid","gene_biotype","gene_seq_start","gene_seq_end","seq_name","seq_strand","seq_coord_system","symbol","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000222691","ENSG00000222691","RNU6-733P",NA,"snRNA",108788963,108789066,"4",-1,NA,"RNU6-733P",0,0,0,0,0,0,0,0
"ENSG00000222692","ENSG00000222692","AC007402.1",NA,"miRNA",51662260,51662356,"2",-1,NA,"AC007402.1",0,0,0,0,0,0,0,0
"ENSG00000222693","ENSG00000222693","RN7SKP120",NA,"misc_RNA",25088809,25089149,"9",-1,NA,"RN7SKP120",0,0,0,0,0,0,0,0
"ENSG00000222698","ENSG00000222698","Y_RNA",NA,"misc_RNA",41441501,41441595,"22",1,NA,"Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000222701","ENSG00000222701","Y_RNA",NA,"misc_RNA",30482908,30483024,"16",1,NA,"Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000222704","ENSG00000222704","RN7SKP182",NA,"misc_RNA",36596011,36596308,"18",-1,NA,"RN7SKP182",0,0,0,0,0,0,0,0
"ENSG00000222705","ENSG00000222705","RN7SKP39",NA,"misc_RNA",28731504,28731825,"10",-1,NA,"RN7SKP39",0,0,0,0,0,0,0,0
"ENSG00000222706","ENSG00000222706","RN7SKP89",NA,"misc_RNA",113589210,113589451,"5",1,NA,"RN7SKP89",0,0,0,0,0,0,0,0
"ENSG00000222713","ENSG00000222713","RN7SKP51",NA,"misc_RNA",117622618,117622921,"6",1,NA,"RN7SKP51",0,0,0,0,0,0,0,0
"ENSG00000222714","ENSG00000222714","RN7SKP38",NA,"misc_RNA",219365452,219365760,"2",-1,NA,"RN7SKP38",0,0,0,0,0,0,0,0
"ENSG00000222715","ENSG00000222715","MIR1911",NA,"miRNA",113997744,113997823,"X",1,NA,"MIR1911",0,0,0,0,0,0,0,0
"ENSG00000222717","ENSG00000222717","AC016553.1",NA,"miRNA",13174877,13174960,"5",-1,NA,"AC016553.1",0,0,0,0,0,0,0,0
"ENSG00000222719","ENSG00000222719","AC116038.2",NA,"miRNA",38841787,38841885,"3",-1,NA,"AC116038.2",0,0,0,0,0,0,0,0
"ENSG00000222720","ENSG00000222720","AC027307.1",NA,"miRNA",1556604,1556685,"19",1,NA,"AC027307.1",0,0,0,0,0,0,0,0
"ENSG00000222721","ENSG00000222721","RN7SKP188",NA,"misc_RNA",168584137,168584453,"4",1,NA,"RN7SKP188",0,0,0,0,0,0,0,0
"ENSG00000222722","ENSG00000222722","AL161790.1",NA,"miRNA",126347663,126347736,"9",-1,NA,"AL161790.1",0,0,0,0,0,0,0,0
"ENSG00000222724","ENSG00000222724","RNU2-63P",NA,"snRNA",88315873,88316066,"2",-1,NA,"RNU2-63P",0,0,0,0,0,0,0,0
"ENSG00000222726","ENSG00000222726","RNU2-7P",NA,"snRNA",21186300,21186477,"13",1,NA,"RNU2-7P",0,0,2,1,1,0,0,0
"ENSG00000222727","ENSG00000222727","RNU4-64P",NA,"snRNA",186947610,186947740,"4",-1,NA,"RNU4-64P",0,0,0,0,0,0,0,0
"ENSG00000222729","ENSG00000222729","RNU2-67P",NA,"snRNA",110886142,110886247,"8",-1,NA,"RNU2-67P",0,0,0,0,0,0,0,0
"ENSG00000222730","ENSG00000222730","AC092296.1",NA,"miRNA",36821351,36821449,"19",1,NA,"AC092296.1",0,0,0,0,0,0,0,0
"ENSG00000222732","ENSG00000222732","AC008671.1",NA,"miRNA",171706206,171706319,"5",1,NA,"AC008671.1",0,0,0,1,0,0,0,0
"ENSG00000222733","ENSG00000222733","RNY4P29",NA,"misc_RNA",59101789,59101885,"13",-1,NA,"RNY4P29",0,0,0,0,0,0,0,0
"ENSG00000222736","ENSG00000222736","RNU4-6P",NA,"snRNA",16893269,16893390,"X",-1,NA,"RNU4-6P",0,0,0,0,0,0,0,0
"ENSG00000222740","ENSG00000222740","RNA5SP328",NA,"rRNA",127834043,127834151,"10",-1,NA,"RNA5SP328",0,0,0,0,0,0,0,0
"ENSG00000222741","ENSG00000222741","RNA5SP229",NA,"rRNA",33217352,33217450,"7",1,NA,"RNA5SP229",0,0,0,0,0,0,0,0
"ENSG00000222743","ENSG00000222743","RNU6-1190P",NA,"snRNA",37620087,37620190,"5",-1,NA,"RNU6-1190P",0,0,0,0,0,0,0,0
"ENSG00000222744","ENSG00000222744","RN7SKP166",NA,"misc_RNA",66686463,66686767,"12",1,NA,"RN7SKP166",0,0,0,0,0,0,0,0
"ENSG00000222747","ENSG00000222747","RNA5SP25",NA,"rRNA",21943929,21944038,"13",-1,NA,"RNA5SP25",0,0,0,0,0,0,0,0
"ENSG00000222749","ENSG00000222749","AL021398.1",NA,"miRNA",177155496,177155588,"1",-1,NA,"AL021398.1",0,0,0,0,0,0,0,0
"ENSG00000222750","ENSG00000222750","RNU4-46P",NA,"snRNA",19509932,19510069,"16",1,NA,"RNU4-46P",0,0,0,0,0,0,0,0
"ENSG00000222755","ENSG00000222755","RN7SKP206",NA,"misc_RNA",130303229,130303521,"8",1,NA,"RN7SKP206",0,0,0,0,0,0,0,0
"ENSG00000222760","ENSG00000222760","RNU4-53P",NA,"snRNA",36267780,36267919,"9",1,NA,"RNU4-53P",0,0,0,0,0,0,0,0
"ENSG00000222761","ENSG00000222761","RNU6-684P",NA,"snRNA",104867280,104867385,"14",-1,NA,"RNU6-684P",0,0,0,0,0,0,0,0
"ENSG00000222764","ENSG00000222764","RN7SKP106",NA,"misc_RNA",141807278,141807549,"6",-1,NA,"RN7SKP106",1,1,0,0,0,0,0,0
"ENSG00000222765","ENSG00000222765","RNU2-40P",NA,"snRNA",66672958,66673153,"4",-1,NA,"RNU2-40P",0,0,0,0,0,0,0,0
"ENSG00000222767","ENSG00000222767","Y_RNA",NA,"misc_RNA",47346938,47347032,"16",-1,NA,"Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000222770","ENSG00000222770","AC138761.1",NA,"miRNA",21821899,21821986,"17",-1,NA,"AC138761.1",0,0,0,0,0,0,0,0
"ENSG00000222774","ENSG00000222774","RN7SKP121",NA,"misc_RNA",127275923,127276227,"11",-1,NA,"RN7SKP121",0,0,0,0,0,0,0,0
"ENSG00000222776","ENSG00000222776","AE000659.1",NA,"miRNA",22248785,22248866,"14",1,NA,"AE000659.1",0,0,0,0,0,0,0,0
"ENSG00000222777","ENSG00000222777","RNU6-233P",NA,"snRNA",37702357,37702497,"17",-1,NA,"RNU6-233P",0,0,0,0,0,0,0,0
"ENSG00000222778","ENSG00000222778","RNA5SP144",NA,"rRNA",143905747,143905862,"3",-1,NA,"RNA5SP144",0,0,0,0,0,0,0,0
"ENSG00000222783","ENSG00000222783","RN7SKP212",NA,"misc_RNA",130530612,130530939,"3",-1,NA,"RN7SKP212",0,0,0,0,0,0,0,0
"ENSG00000222784","ENSG00000222784","RN7SKP91",NA,"misc_RNA",31316670,31316957,"1",1,NA,"RN7SKP91",0,0,0,0,0,0,0,0
"ENSG00000222787","ENSG00000222787","AL645944.1",NA,"miRNA",30357749,30357852,"1",1,NA,"AL645944.1",0,0,0,0,0,0,0,0
"ENSG00000222788","ENSG00000222788","RNU2-38P",NA,"snRNA",144944672,144944750,"1",1,NA,"RNU2-38P",1,0,3,1,2,0,1,4
"ENSG00000222790","ENSG00000222790","RNU4-14P",NA,"snRNA",139776908,139777029,"5",-1,NA,"RNU4-14P",0,0,0,0,0,0,0,0
"ENSG00000222791","ENSG00000222791","RNU6-67P",NA,"snRNA",83872206,83872302,"13",-1,NA,"RNU6-67P",0,0,0,0,0,0,0,0
"ENSG00000222792","ENSG00000222792","RNU6-860P",NA,"snRNA",197923617,197923720,"3",1,NA,"RNU6-860P",0,0,0,1,0,0,1,0
"ENSG00000222795","ENSG00000222795","RNU4-83P",NA,"snRNA",101843956,101844088,"8",-1,NA,"RNU4-83P",0,0,0,0,0,0,0,0
"ENSG00000222796","ENSG00000222796","RNU6-383P",NA,"snRNA",150123967,150124060,"X",-1,NA,"RNU6-383P",0,0,0,0,0,0,0,0
"ENSG00000222800","ENSG00000222800","RNU2-62P",NA,"snRNA",27077569,27077759,"6",-1,NA,"RNU2-62P",0,0,0,0,0,0,1,0
"ENSG00000222805","ENSG00000222805","AC010319.1",NA,"miRNA",17568066,17568166,"19",1,NA,"AC010319.1",0,0,0,0,0,0,0,0
"ENSG00000222806","ENSG00000222806","RNA5SP225",NA,"rRNA",153741573,153741707,"6",1,NA,"RNA5SP225",0,0,0,0,0,0,0,0
"ENSG00000222808","ENSG00000222808","RNU4-47P",NA,"snRNA",75148643,75148756,"17",-1,NA,"RNU4-47P",1,1,0,2,0,2,2,0
"ENSG00000222810","ENSG00000222810","RNU2-68P",NA,"snRNA",71596829,71597019,"X",-1,NA,"RNU2-68P",0,0,0,0,0,0,0,0
"ENSG00000222821","ENSG00000222821","RNU4-27P",NA,"snRNA",36868322,36868460,"1",-1,NA,"RNU4-27P",0,0,0,0,0,0,0,0
"ENSG00000222826","ENSG00000222826","RN7SKP286",NA,"misc_RNA",139621167,139621465,"2",-1,NA,"RN7SKP286",0,0,0,0,0,0,0,0
"ENSG00000222831","ENSG00000222831","MIR1537",NA,"miRNA",236016300,236016360,"1",-1,NA,"MIR1537",0,0,0,0,0,0,0,1
"ENSG00000222832","ENSG00000222832","RNA5SP120",NA,"rRNA",217658212,217658323,"2",-1,NA,"RNA5SP120",0,0,0,0,0,0,0,0
"ENSG00000222833","ENSG00000222833","AC069067.1",NA,"miRNA",151352138,151352251,"3",1,NA,"AC069067.1",0,0,0,0,0,0,0,0
"ENSG00000222834","ENSG00000222834","AC074035.1",NA,"miRNA",4636834,4636955,"X",-1,NA,"AC074035.1",0,0,0,0,0,0,0,0
"ENSG00000222835","ENSG00000222835","RNA5SP100",NA,"rRNA",91862883,91862992,"2",1,NA,"RNA5SP100",0,0,0,0,0,0,0,0
"ENSG00000222838","ENSG00000222838","RNA5SP136",NA,"rRNA",72740856,72740962,"3",-1,NA,"RNA5SP136",0,0,0,0,0,0,0,0
"ENSG00000222842","ENSG00000222842","RN7SKP168",NA,"misc_RNA",17304108,17304407,"2",-1,NA,"RN7SKP168",0,0,0,0,0,0,0,0
"ENSG00000222844","ENSG00000222844","RNU6-321P",NA,"snRNA",125147448,125147553,"11",1,NA,"RNU6-321P",0,0,0,0,0,0,0,0
"ENSG00000222845","ENSG00000222845","RN7SKP42",NA,"misc_RNA",187987289,187987588,"2",-1,NA,"RN7SKP42",0,0,0,0,0,0,0,0
"ENSG00000222849","ENSG00000222849","RNA5SP21",NA,"rRNA",78245589,78245684,"1",1,NA,"RNA5SP21",0,0,0,0,0,0,0,0
"ENSG00000222852","ENSG00000222852","Y_RNA",NA,"misc_RNA",180336838,180336927,"5",1,NA,"Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000222854","ENSG00000222854","RNA5SP59",NA,"rRNA",148913273,148913382,"1",-1,NA,"RNA5SP59",0,0,0,0,0,0,0,0
"ENSG00000222858","ENSG00000222858","RNU6-920P",NA,"snRNA",27968629,27968720,"17",-1,NA,"RNU6-920P",0,0,1,4,0,1,1,2
"ENSG00000222859","ENSG00000222859","RN7SKP136",NA,"misc_RNA",178102596,178102895,"4",1,NA,"RN7SKP136",0,0,0,0,0,0,0,0
"ENSG00000222861","ENSG00000222861","RNY5P4",NA,"misc_RNA",130781577,130781655,"4",-1,NA,"RNY5P4",0,0,0,0,0,0,0,0
"ENSG00000222862","ENSG00000222862","RNU6-1086P",NA,"snRNA",27537349,27537452,"8",1,NA,"RNU6-1086P",0,0,0,0,0,1,0,0
"ENSG00000222864","ENSG00000222864","AL596268.1",NA,"miRNA",35074448,35074575,"X",-1,NA,"AL596268.1",0,0,0,0,0,0,0,0
"ENSG00000222869","ENSG00000222869","RNU6-565P",NA,"snRNA",37390747,37390846,"7",1,NA,"RNU6-565P",0,0,0,0,0,0,0,0
"ENSG00000222870","ENSG00000222870","RNU6-1328P",NA,"snRNA",94124611,94124716,"7",1,NA,"RNU6-1328P",0,0,0,0,0,0,0,0
"ENSG00000222872","ENSG00000222872","RNU4-78P",NA,"snRNA",42263332,42263457,"3",1,NA,"RNU4-78P",0,0,1,1,0,1,1,1
"ENSG00000222874","ENSG00000222874","RN7SKP33",NA,"misc_RNA",45487972,45488311,"20",1,NA,"RN7SKP33",0,0,0,0,0,0,0,0
"ENSG00000222880","ENSG00000222880","RN7SKP261",NA,"misc_RNA",80737295,80737572,"12",-1,NA,"RN7SKP261",0,0,0,0,0,0,0,0
"ENSG00000222881","ENSG00000222881","Y_RNA",NA,"misc_RNA",38547484,38547590,"17",-1,NA,"Y_RNA",0,0,0,0,0,1,1,0
"ENSG00000222883","ENSG00000222883","Y_RNA",NA,"misc_RNA",76014131,76014220,"3",-1,NA,"Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000222884","ENSG00000222884","AC023513.1",NA,"miRNA",42473563,42473684,"12",1,NA,"AC023513.1",0,0,0,0,0,0,0,0
"ENSG00000222888","ENSG00000222888","AC012467.1",NA,"miRNA",53916213,53916296,"3",-1,NA,"AC012467.1",0,0,0,0,0,0,0,0
"ENSG00000222889","ENSG00000222889","RN7SKP29",NA,"misc_RNA",70612459,70612730,"8",1,NA,"RN7SKP29",0,0,0,0,0,0,0,0
"ENSG00000222890","ENSG00000222890","RNU6-1068P",NA,"snRNA",101805135,101805237,"12",1,NA,"RNU6-1068P",0,0,0,0,0,0,0,0
"ENSG00000222894","ENSG00000222894","AL662800.1",NA,"miRNA",30584006,30584082,"6",-1,NA,"AL662800.1",4,4,6,0,4,2,1,3
"ENSG00000222895","ENSG00000222895","RNU6-1133P",NA,"snRNA",31050787,31050886,"6",1,NA,"RNU6-1133P",0,0,0,0,0,0,0,0
"ENSG00000222898","ENSG00000222898","RN7SKP97",NA,"misc_RNA",62544239,62544571,"8",-1,NA,"RN7SKP97",5,2,2,1,2,9,1,4
"ENSG00000222899","ENSG00000222899","AL110292.1",NA,"miRNA",27396859,27396981,"14",1,NA,"AL110292.1",0,0,0,0,0,0,0,0
"ENSG00000222909","ENSG00000222909","RNU6-193P",NA,"snRNA",35231897,35232003,"10",1,NA,"RNU6-193P",0,0,0,0,0,0,0,0
"ENSG00000222915","ENSG00000222915","RNU6-564P",NA,"snRNA",30817034,30817137,"22",1,NA,"RNU6-564P",0,0,0,0,1,0,2,1
"ENSG00000222920","ENSG00000222920","RNA5SP29",NA,"rRNA",51601883,51601988,"13",-1,NA,"RNA5SP29",0,0,0,0,0,0,0,0
"ENSG00000222921","ENSG00000222921","RNA5SP104",NA,"rRNA",134988766,134988883,"2",1,NA,"RNA5SP104",0,0,0,0,0,0,0,0
"ENSG00000222922","ENSG00000222922","RNA5SP501",NA,"rRNA",32120182,32120293,"X",1,NA,"RNA5SP501",0,0,0,0,0,0,0,0
"ENSG00000222923","ENSG00000222923","RNU2-41P",NA,"snRNA",115177702,115177879,"2",1,NA,"RNU2-41P",0,0,0,0,0,0,0,0
"ENSG00000222924","ENSG00000222924","RNU6-1148P",NA,"snRNA",137405044,137405147,"5",-1,NA,"RNU6-1148P",0,0,0,0,0,0,0,0
"ENSG00000222931","ENSG00000222931","RN7SKP205",NA,"misc_RNA",24261139,24261445,"14",1,NA,"RN7SKP205",0,0,0,0,0,0,0,0
"ENSG00000222932","ENSG00000222932","RNU6-172P",NA,"snRNA",102190188,102190280,"12",-1,NA,"RNU6-172P",0,0,0,0,0,0,0,0
"ENSG00000222934","ENSG00000222934","RN7SKP284",NA,"misc_RNA",86411282,86411624,"3",1,NA,"RN7SKP284",0,0,0,0,0,0,0,0
"ENSG00000222937","ENSG00000222937","SNORD63",NA,"snoRNA",137894659,137894728,"5",-1,NA,"SNORD63",3,3,4,0,3,4,2,1
"ENSG00000222939","ENSG00000222939","AC079467.1",NA,"miRNA",66760350,66760436,"5",-1,NA,"AC079467.1",0,4,0,4,0,2,0,7
"ENSG00000222940","ENSG00000222940","RNU6-370P",NA,"snRNA",24268705,24268808,"2",1,NA,"RNU6-370P",0,0,0,0,0,0,0,0
"ENSG00000222941","ENSG00000222941","Y_RNA",NA,"misc_RNA",151613412,151613503,"7",1,NA,"Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000222942","ENSG00000222942","RN7SKP58",NA,"misc_RNA",41808107,41808411,"3",-1,NA,"RN7SKP58",0,0,0,0,0,0,0,0
"ENSG00000222945","ENSG00000222945","AC091866.1",NA,"miRNA",50357303,50357391,"5",-1,NA,"AC091866.1",0,0,0,0,0,0,0,0
"ENSG00000222950","ENSG00000222950","RN7SKP262",NA,"misc_RNA",25932221,25932503,"12",-1,NA,"RN7SKP262",0,0,0,0,0,0,0,0
"ENSG00000222952","ENSG00000222952","RNA5SP41",NA,"rRNA",13949679,13949779,"1",-1,NA,"RNA5SP41",0,0,0,0,0,0,0,0
"ENSG00000222954","ENSG00000222954","AC110611.1",NA,"miRNA",56796148,56796239,"4",1,NA,"AC110611.1",0,0,3,0,4,1,2,0
"ENSG00000222955","ENSG00000222955","RNA5SP265",NA,"rRNA",56657791,56657901,"8",1,NA,"RNA5SP265",0,0,0,0,0,0,0,0
"ENSG00000222958","ENSG00000222958","MIR1913",NA,"miRNA",166922842,166922921,"6",-1,NA,"MIR1913",0,0,1,0,0,0,0,0
"ENSG00000222960","ENSG00000222960","RNU6-272P",NA,"snRNA",53207850,53207953,"5",-1,NA,"RNU6-272P",1,0,0,0,0,1,2,0
"ENSG00000222961","ENSG00000222961","AC008949.1",NA,"miRNA",32379513,32379573,"5",-1,NA,"AC008949.1",0,0,0,0,0,0,0,0
"ENSG00000222966","ENSG00000222966","SNORA40",NA,"snoRNA",99549656,99549781,"7",1,NA,"SNORA40",0,0,0,0,0,0,0,0
"ENSG00000222969","ENSG00000222969","RN7SKP8",NA,"misc_RNA",98856089,98856446,"13",-1,NA,"RN7SKP8",0,0,0,0,0,0,0,0
"ENSG00000222971","ENSG00000222971","RNA5SP222",NA,"rRNA",146661556,146661660,"6",1,NA,"RNA5SP222",0,0,0,0,0,0,0,0
"ENSG00000222972","ENSG00000222972","RNU6-651P",NA,"snRNA",202511439,202511543,"2",1,NA,"RNU6-651P",0,0,0,0,0,0,0,0
"ENSG00000222973","ENSG00000222973","RNU2-25P",NA,"snRNA",2162763,2162953,"9",-1,NA,"RNU2-25P",0,0,0,0,0,0,0,0
"ENSG00000222974","ENSG00000222974","RN7SKP228",NA,"misc_RNA",12916309,12916571,"7",1,NA,"RN7SKP228",0,0,0,0,0,0,0,0
"ENSG00000222976","ENSG00000222976","RN7SKP94",NA,"misc_RNA",55866810,55867093,"17",1,NA,"RN7SKP94",0,0,0,0,0,0,0,0
"ENSG00000222978","ENSG00000222978","Y_RNA",NA,"misc_RNA",7999884,7999978,"12",1,NA,"Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000222979","ENSG00000222979","RN7SKP167",NA,"misc_RNA",123170430,123170714,"10",1,NA,"RN7SKP167",0,0,0,0,0,0,0,0
"ENSG00000222982","ENSG00000222982","RN7SKP216",NA,"misc_RNA",114942681,114942992,"12",-1,NA,"RN7SKP216",0,0,0,0,0,0,0,0
"ENSG00000222983","ENSG00000222983","RNA5SP127",NA,"rRNA",31270207,31270339,"3",1,NA,"RNA5SP127",0,0,0,0,0,0,0,0
"ENSG00000222985","ENSG00000222985","RNU2-14P",NA,"snRNA",65591070,65591260,"14",-1,NA,"RNU2-14P",0,0,0,0,0,0,0,0
"ENSG00000222986","ENSG00000222986","RNU5A-5P",NA,"snRNA",231806381,231806496,"1",1,NA,"RNU5A-5P",0,0,0,0,0,0,0,0
"ENSG00000222987","ENSG00000222987","RN7SKP68",NA,"misc_RNA",101638208,101638514,"5",1,NA,"RN7SKP68",0,0,0,0,0,0,0,0
"ENSG00000222990","ENSG00000222990","RNU4-22P",NA,"snRNA",88979842,88980007,"14",1,NA,"RNU4-22P",0,0,0,0,2,1,0,0
"ENSG00000222994","ENSG00000222994","AC006322.1",NA,"miRNA",83548918,83549019,"7",-1,NA,"AC006322.1",0,0,0,0,0,0,0,0
"ENSG00000222997","ENSG00000222997","Y_RNA",NA,"misc_RNA",132303370,132303465,"10",1,NA,"Y_RNA",0,0,0,0,0,0,0,0
"ENSG00000222998","ENSG00000222998","RN7SKP259",NA,"misc_RNA",57219163,57219495,"11",1,NA,"RN7SKP259",0,0,0,0,0,0,0,0
"ENSG00000222999","ENSG00000222999","AC105247.1",NA,"miRNA",20716399,20716476,"18",-1,NA,"AC105247.1",0,0,0,0,0,0,0,0
"ENSG00000223001","ENSG00000223001","RNU2-61P",NA,"snRNA",89773219,89773409,"6",-1,NA,"RNU2-61P",0,0,1,0,0,0,0,0
"ENSG00000223003","ENSG00000223003","RNA5SP184",NA,"rRNA",55442566,55442673,"5",-1,NA,"RNA5SP184",0,0,0,0,1,0,0,0
"ENSG00000223004","ENSG00000223004","SNORD29",NA,"snoRNA",24811590,24811657,"5",1,NA,"SNORD29",0,0,0,0,0,0,0,0
"ENSG00000223006","ENSG00000223006","RN7SKP137",NA,"misc_RNA",121982327,121982633,"4",-1,NA,"RN7SKP137",0,0,0,0,0,0,0,0
"ENSG00000223007","ENSG00000223007","RN7SKP73",NA,"misc_RNA",5126159,5126450,"5",1,NA,"RN7SKP73",0,0,0,0,0,0,0,0
"ENSG00000223009","ENSG00000223009","AL138930.1",NA,"miRNA",160473166,160473246,"1",-1,NA,"AL138930.1",0,0,0,0,0,0,0,0
"ENSG00000223012","ENSG00000223012","RN7SKP264",NA,"misc_RNA",88873273,88873561,"9",-1,NA,"RN7SKP264",0,0,0,0,0,0,0,0
"ENSG00000223013","ENSG00000223013","RNA5SP344",NA,"rRNA",75645980,75646083,"11",1,NA,"RNA5SP344",0,0,0,0,0,0,0,0
"ENSG00000223015","ENSG00000223015","RNU6-1135P",NA,"snRNA",87317675,87317777,"11",1,NA,"RNU6-1135P",0,0,0,0,0,0,0,0
"ENSG00000223018","ENSG00000223018","AL096700.1",NA,"miRNA",18881682,18881826,"X",-1,NA,"AL096700.1",0,0,0,0,0,0,0,0
"ENSG00000223019","ENSG00000223019","RNA5SP306",NA,"rRNA",26102740,26102846,"10",-1,NA,"RNA5SP306",0,0,0,0,0,0,0,0
"ENSG00000223023","ENSG00000223023","Y_RNA",NA,"misc_RNA",20604559,20604666,"18",1,NA,"Y_RNA",0,0,0,0,1,0,0,0
"ENSG00000223024","ENSG00000223024","RNU6-55P",NA,"snRNA",19443325,19443431,"13",-1,NA,"RNU6-55P",0,0,0,0,0,0,0,0
"ENSG00000223026","ENSG00000223026","RN7SKP247",NA,"misc_RNA",81717474,81717781,"1",1,NA,"RN7SKP247",0,0,0,0,0,0,0,0
"ENSG00000223027","ENSG00000223027","SNORA57",NA,"snoRNA",27077946,27078086,"10",1,NA,"SNORA57",0,0,0,0,0,0,0,0
"ENSG00000223029","ENSG00000223029","AC004969.1",NA,"miRNA",89800655,89800738,"7",1,NA,"AC004969.1",0,0,0,0,0,0,0,0
"ENSG00000223030","ENSG00000223030","AC091697.1",NA,"miRNA",18336962,18337059,"7",1,NA,"AC091697.1",0,0,0,0,0,0,0,0
"ENSG00000223036","ENSG00000223036","AC024158.1",NA,"miRNA",3688140,3688262,"3",1,NA,"AC024158.1",0,0,0,0,0,0,0,0
"ENSG00000223037","ENSG00000223037","RNU6-284P",NA,"snRNA",165541884,165541989,"4",1,NA,"RNU6-284P",0,0,0,0,0,0,0,0
"ENSG00000223039","ENSG00000223039","RN7SKP268",NA,"misc_RNA",151640770,151641085,"6",1,NA,"RN7SKP268",0,0,0,0,1,0,0,0
"ENSG00000223040","ENSG00000223040","RN7SKP144",NA,"misc_RNA",2130617,2130895,"3",-1,NA,"RN7SKP144",0,0,0,0,0,0,0,0
"ENSG00000223042","ENSG00000223042","RN7SKP161",NA,"misc_RNA",10236785,10237089,"12",1,NA,"RN7SKP161",0,0,0,0,0,0,0,0
"ENSG00000223044","ENSG00000223044","RNU6-130P",NA,"snRNA",82920055,82920157,"6",-1,NA,"RNU6-130P",2,0,0,0,0,2,0,0
"ENSG00000223046","ENSG00000223046","RNA5SP369",NA,"rRNA",102230598,102230705,"12",1,NA,"RNA5SP369",0,0,0,0,0,0,0,0
"ENSG00000223047","ENSG00000223047","RNU6-847P",NA,"snRNA",35215703,35215810,"10",1,NA,"RNU6-847P",0,0,0,0,0,0,0,0
"ENSG00000223052","ENSG00000223052","AC007096.1",NA,"miRNA",29127804,29127927,"7",-1,NA,"AC007096.1",0,0,0,0,0,0,0,0
"ENSG00000223053","ENSG00000223053","AC022142.1",NA,"miRNA",97974801,97974935,"5",-1,NA,"AC022142.1",0,0,0,0,0,0,0,0
"ENSG00000223056","ENSG00000223056","RN7SKP169",NA,"misc_RNA",26359949,26360239,"22",-1,NA,"RN7SKP169",0,0,0,0,0,0,0,0
"ENSG00000223059","ENSG00000223059","AL354896.1",NA,"miRNA",88840114,88840175,"13",-1,NA,"AL354896.1",0,0,0,0,0,0,0,0
"ENSG00000223060","ENSG00000223060","Y_RNA",NA,"misc_RNA",56616785,56616879,"19",1,NA,"Y_RNA",1,0,0,0,0,0,0,0
"ENSG00000223061","ENSG00000223061","AC145212.3",NA,"miRNA",84813,84895,"GL000194.1",-1,NA,"AC145212.3",1,1,1,1,1,4,0,0
"ENSG00000223062","ENSG00000223062","RNU6-1245P",NA,"snRNA",28151049,28151154,"1",1,NA,"RNU6-1245P",0,0,0,0,0,0,0,0
"ENSG00000223063","ENSG00000223063","AL157823.1",NA,"miRNA",35668780,35668915,"6",-1,NA,"AL157823.1",0,0,0,0,0,0,0,0
"ENSG00000223064","ENSG00000223064","RNU6-325P",NA,"snRNA",87297136,87297240,"10",1,NA,"RNU6-325P",0,0,0,0,0,0,0,0
"ENSG00000223070","ENSG00000223070","AC006377.1",NA,"miRNA",31833862,31833959,"7",1,NA,"AC006377.1",0,0,0,0,1,0,0,0
"ENSG00000223075","ENSG00000223075","RN7SKP126",NA,"misc_RNA",192844816,192845115,"1",-1,NA,"RN7SKP126",0,0,0,0,0,0,0,0
"ENSG00000223076","ENSG00000223076","RNA5SP31",NA,"rRNA",61187742,61187868,"13",1,NA,"RNA5SP31",0,0,0,0,0,0,0,0
"ENSG00000223078","ENSG00000223078","RNU2-55P",NA,"snRNA",24654058,24654231,"21",-1,NA,"RNU2-55P",0,0,0,0,0,0,0,0
"ENSG00000223080","ENSG00000223080","Y_RNA",NA,"misc_RNA",8964927,8965014,"11",-1,NA,"Y_RNA",0,0,1,1,0,0,0,0
"ENSG00000223082","ENSG00000223082","AC121336.1",NA,"miRNA",40200897,40200976,"12",-1,NA,"AC121336.1",0,0,0,0,0,0,0,0
"ENSG00000223086","ENSG00000223086","RNA5SP155",NA,"rRNA",10117380,10117508,"4",-1,NA,"RNA5SP155",0,1,1,1,0,2,0,0
"ENSG00000223087","ENSG00000223087","RNU6-602P",NA,"snRNA",32131244,32131349,"14",-1,NA,"RNU6-602P",0,0,0,0,0,0,0,0
"ENSG00000223088","ENSG00000223088","RMRPP5",NA,"misc_RNA",24905467,24905733,"9",1,NA,"RMRPP5",0,0,0,0,0,0,0,0
"ENSG00000223091","ENSG00000223091","RNU6-981P",NA,"snRNA",37638739,37638843,"17",-1,NA,"RNU6-981P",0,0,0,0,0,0,0,0
"ENSG00000223092","ENSG00000223092","RNA5SP115",NA,"rRNA",201713761,201713867,"2",-1,NA,"RNA5SP115",0,0,0,0,0,0,0,0
"ENSG00000223096","ENSG00000223096","RNU5E-9P",NA,"snRNA",179007275,179007378,"2",1,NA,"RNU5E-9P",0,0,0,0,0,0,0,0
